Fiscal Year Released,Sex,Age At Release,Convicting Offense Classification,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism Likelihood,Number American Indian or Alaska Native - Non-Hispanic,Number Asian or Pacific Islander - Non-Hispanic,Number Black - Non-Hispanic,Number White - Hispanic,Number White - Non-Hispanic
2010,M,45-54,D Felony,Drug Possession,Parole,1JD,0.25,0,0,1,0,3
2010,M,45-54,Felony - Enhanced,Theft,Parole,1JD,0.3333333333333333,0,0,2,0,4
2010,M,55 and Older,Aggravated Misdemeanor,Drug Possession,Discharged – End of Sentence,N/A,1.0,0,0,0,0,1
2010,M,Under 25,C Felony,Other Drug,Parole,8JD,1.0,0,0,0,0,1
2010,M,25-34,Felony - Enhanced,Burglary,Parole,1JD,1.0,0,0,0,0,1
2010,M,35-44,Felony - Enhanced,Drug Possession,Parole,2JD,1.0,0,0,0,0,1
2010,M,25-34,D Felony,Vandalism,Parole,8JD,0.3333333333333333,0,0,0,0,3
2010,M,45-54,D Felony,Assault,Parole,5JD,1.0,0,0,0,0,1
2010,M,25-34,D Felony,Traffic,Parole,5JD,0.3333333333333333,0,0,0,1,2
2010,M,25-34,D Felony,Theft,Parole,6JD,1.0,0,0,0,0,1
2010,M,35-44,B Felony,Trafficking,Parole,1JD,0.6666666666666666,1,0,1,1,3
2010,M,35-44,Aggravated Misdemeanor,Theft,Parole,2JD,1.0,0,0,2,0,1
2010,M,Under 25,D Felony,Other Drug,Discharged – End of Sentence,N/A,0.3333333333333333,0,0,1,1,1
2010,M,35-44,D Felony,Other Drug,Discharged – End of Sentence,N/A,0.14285714285714285,0,0,4,0,3
2010,M,25-34,D Felony,Theft,Parole,2JD,0.3333333333333333,0,0,2,0,4
2010,F,45-54,C Felony,Trafficking,Parole,6JD,0.5,1,0,0,0,1
2010,M,Under 25,Aggravated Misdemeanor,Sex,Special Sentence,5JD,1.0,0,0,0,0,1
2010,M,35-44,D Felony,Sex,Discharged – End of Sentence,N/A,0.25,0,0,0,0,4
2010,M,25-34,D Felony,Forgery/Fraud,Parole,5JD,0.5,1,0,1,0,2
2010,M,Under 25,C Felony,Theft,Parole,4JD,1.0,0,0,1,0,0
2010,F,25-34,D Felony,Drug Possession,Parole,1JD,1.0,0,0,1,0,0
2010,F,55 and Older,C Felony,Theft,Parole,7JD,1.0,0,0,0,0,1
2010,M,55 and Older,D Felony,Assault,Discharged – End of Sentence,N/A,0.25,1,0,1,1,1
2010,M,35-44,D Felony,Other Violent,Discharged – End of Sentence,N/A,0.3333333333333333,0,0,1,0,2
2010,M,Under 25,D Felony,Sex,Special Sentence,6JD,1.0,0,0,1,0,0
2010,M,25-34,D Felony,Vandalism,Discharged – End of Sentence,N/A,0.75,0,0,1,0,3
2010,F,25-34,C Felony,Trafficking,Parole,8JD,0.5,0,0,0,0,4
2010,F,45-54,D Felony,Forgery/Fraud,Parole,5JD,1.0,0,0,1,0,0
2010,M,25-34,D Felony,Weapons,Discharged – End of Sentence,N/A,0.14285714285714285,0,1,4,0,2
2010,M,35-44,C Felony,Theft,Discharged – End of Sentence,N/A,0.36363636363636365,0,0,5,1,5
2010,M,55 and Older,C Felony,Burglary,Discharged – End of Sentence,N/A,1.0,0,0,0,0,1
2010,M,35-44,D Felony,Sex Offender Registry/Residency,Discharged – End of Sentence,N/A,0.4,0,0,1,1,3
2010,M,25-34,C Felony,Burglary,Parole,8JD,0.25,0,0,1,1,2
2010,M,Under 25,C Felony,Burglary,Parole,1JD,0.5,0,0,1,0,3
2010,M,Under 25,C Felony,Theft,Parole,5JD,0.6,0,0,1,0,4
2010,F,25-34,D Felony,Other Drug,Parole,7JD,1.0,0,0,0,0,1
2010,M,25-34,C Felony,Theft,Parole,1JD,0.6,0,0,1,0,4
2010,M,25-34,Aggravated Misdemeanor,OWI,Discharged – End of Sentence,N/A,0.4,0,0,0,1,4
2010,M,25-34,B Felony,Other Violent,Parole,2JD,1.0,0,0,0,0,1
2010,F,35-44,Felony - Enhanced,Drug Possession,Parole,8JD,1.0,0,0,0,0,1
2010,M,35-44,Serious Misdemeanor,Assault,Discharged – End of Sentence,N/A,0.6,0,0,4,0,1
2010,M,25-34,Aggravated Misdemeanor,Sex,Discharged – End of Sentence,N/A,0.5,0,0,0,1,3
2010,M,35-44,Felony - Enhanced,Trafficking,Parole,2JD,0.6,0,0,0,1,4
2010,F,25-34,B Felony,Trafficking,Parole,1JD,0.3333333333333333,0,0,0,0,3
2010,M,35-44,D Felony,Burglary,Parole,3JD,0.3333333333333333,1,0,0,0,2
2010,M,25-34,D Felony,Theft,Discharged – End of Sentence,N/A,0.23333333333333334,0,1,4,4,21
2010,M,35-44,Aggravated Misdemeanor,Burglary,Discharged – End of Sentence,N/A,0.4,0,0,1,1,3
2010,M,25-34,D Felony,Trafficking,Parole,2JD,0.2222222222222222,0,1,0,1,7
2010,M,35-44,B Felony,Murder/Manslaughter,Parole,2JD,1.0,0,0,1,0,0
2010,M,Under 25,C Felony,Burglary,Parole,5JD,0.5,0,0,0,1,1
2010,M,35-44,C Felony,Theft,Parole,1JD,0.5,0,0,2,0,2
2010,M,Under 25,C Felony,Assault,Parole,5JD,1.0,0,0,0,0,1
2010,M,Under 25,D Felony,Other Violent,Parole,1JD,1.0,0,0,1,0,0
2010,M,35-44,Felony - Enhanced,Weapons,Parole,3JD,1.0,0,0,1,0,0
2010,M,25-34,D Felony,Burglary,Special Sentence,2JD,1.0,0,0,0,0,1
2010,M,45-54,B Felony,Murder/Manslaughter,Discharged – End of Sentence,N/A,0.3333333333333333,1,0,0,0,2
2010,M,35-44,D Felony,Drug Possession,Parole,1JD,0.5,0,0,1,0,3
2010,M,Under 25,C Felony,Vandalism,Parole,7JD,0.5,0,0,0,0,2
2010,F,35-44,D Felony,Burglary,Parole,1JD,0.5,1,0,0,0,1
2010,M,25-34,Aggravated Misdemeanor,Burglary,Discharged – End of Sentence,N/A,0.625,0,0,1,1,6
2010,M,35-44,Aggravated Misdemeanor,OWI,Discharged – End of Sentence,N/A,0.16666666666666666,0,0,1,2,3
2010,M,Under 25,D Felony,Trafficking,Parole,6JD,1.0,0,0,0,0,1
2010,M,Under 25,D Felony,Theft,Discharged – End of Sentence,N/A,0.2,0,0,3,1,11
2010,M,35-44,C Felony,Other Drug,Parole,8JD,0.5,0,0,0,0,2
2010,M,35-44,C Felony,Trafficking,Parole,2JD,0.2,0,0,2,0,8
2010,F,25-34,C Felony,Theft,Discharged – End of Sentence,N/A,0.25,0,1,1,0,2
2010,M,Under 25,C Felony,Trafficking,Parole,4JD,1.0,0,0,0,1,0
2010,M,25-34,D Felony,Forgery/Fraud,Parole,1JD,0.5,0,0,2,0,0
2010,M,Under 25,C Felony,Sex,Parole,5JD,1.0,0,0,0,0,1
2010,M,45-54,Aggravated Misdemeanor,Sex,Special Sentence,5JD,1.0,0,0,0,0,1
2010,M,35-44,Felony - Enhanced,Drug Possession,Discharged – End of Sentence,N/A,1.0,0,0,1,0,0
2010,M,55 and Older,D Felony,Theft,Discharged – End of Sentence,N/A,0.3333333333333333,0,0,0,0,3
2010,F,25-34,D Felony,Theft,Parole,3JD,1.0,0,0,0,0,1
2010,M,Under 25,D Felony,Theft,Parole,8JD,1.0,0,0,0,0,1
2010,M,25-34,C Felony,Robbery,Discharged – End of Sentence,N/A,0.25,0,0,4,1,3
2010,M,35-44,D Felony,Theft,Parole,2JD,0.2,0,0,0,1,4
2010,F,45-54,Felony - Enhanced,Robbery,Discharged – End of Sentence,N/A,1.0,0,0,1,0,0
2010,M,25-34,D Felony,Burglary,Parole,2JD,0.2857142857142857,1,0,0,1,5
2010,M,Under 25,Serious Misdemeanor,Assault,Discharged – End of Sentence,N/A,0.25,0,0,1,0,3
2010,M,25-34,B Felony,Other Violent,Parole,1JD,1.0,0,0,1,0,0
2010,M,25-34,C Felony,Robbery,Parole,7JD,0.25,0,0,1,0,3
2010,M,35-44,D Felony,Other Drug,Parole,5JD,0.5,0,0,0,0,2
2010,F,25-34,Felony - Enhanced,Forgery/Fraud,Parole,1JD,1.0,0,0,1,0,0
2010,M,35-44,D Felony,Trafficking,Parole,5JD,0.3333333333333333,0,0,1,0,2
2010,M,35-44,D Felony,Trafficking,Parole,4JD,0.5,0,0,0,0,2
2010,F,25-34,C Felony,Theft,Parole,5JD,0.5,0,0,1,0,1
2010,M,35-44,D Felony,Forgery/Fraud,Parole,1JD,0.6666666666666666,0,1,3,0,2
2010,M,Under 25,Serious Misdemeanor,Assault,Special Sentence,4JD,1.0,0,0,0,0,1
2010,M,25-34,D Felony,Trafficking,Parole,1JD,0.4,0,0,3,0,2
2010,M,45-54,D Felony,Traffic,Parole,5JD,1.0,0,0,0,0,1
2010,M,45-54,B Felony,Trafficking,Parole,3JD,1.0,0,0,0,0,1
2010,M,Under 25,C Felony,Theft,Parole,7JD,0.6666666666666666,0,0,2,0,1
2010,M,Under 25,Aggravated Misdemeanor,Sex Offender Registry/Residency,Parole,5JD,1.0,0,0,0,0,1
2010,F,35-44,C Felony,Trafficking,Discharged – End of Sentence,N/A,0.3333333333333333,0,0,2,0,1
2010,M,55 and Older,C Felony,Trafficking,Parole,2JD,0.25,0,0,1,0,3
2010,M,35-44,D Felony,OWI,Parole,8JD,0.5,0,0,0,0,2
2010,M,45-54,C Felony,Trafficking,Parole,4JD,0.3333333333333333,0,0,0,0,3
2010,M,45-54,Felony - Enhanced,OWI,Parole,6JD,1.0,0,0,0,0,2
2010,F,35-44,Aggravated Misdemeanor,Theft,Parole,5JD,0.5,0,0,1,0,1
2010,M,25-34,C Felony,Arson,Parole,6JD,1.0,0,0,0,0,1
2010,M,45-54,C Felony,Burglary,Discharged – End of Sentence,N/A,0.4,0,0,2,0,3
2010,M,25-34,D Felony,Drug Possession,Discharged – End of Sentence,N/A,0.5,0,0,1,1,6
2010,M,35-44,C Felony,Trafficking,Parole,1JD,0.2,0,0,0,0,5
2010,M,45-54,C Felony,Theft,Parole,1JD,0.5,0,0,1,1,0
2010,M,25-34,D Felony,OWI,Discharged – End of Sentence,N/A,0.09375,1,2,3,5,21
2010,M,45-54,D Felony,Assault,Discharged – End of Sentence,N/A,0.15384615384615385,1,0,4,1,7
2010,M,25-34,Felony - Enhanced,Trafficking,Parole,1JD,0.25,1,0,4,0,3
2010,F,55 and Older,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,1.0,0,0,0,0,1
2010,M,Under 25,D Felony,Sex,Special Sentence,2JD,1.0,0,0,0,0,1
2010,M,Under 25,Aggravated Misdemeanor,Theft,Parole,4JD,1.0,0,0,0,0,1
2010,M,35-44,D Felony,Trafficking,Parole,6JD,0.5,0,0,0,0,2
2010,F,35-44,D Felony,OWI,Parole,5JD,1.0,0,0,0,0,1
2010,M,Under 25,D Felony,Other Drug,Parole,1JD,0.5,0,0,1,0,1
2010,M,25-34,C Felony,Assault,Discharged – End of Sentence,N/A,0.1111111111111111,1,0,5,1,2
2010,M,Under 25,D Felony,Drug Possession,Discharged – End of Sentence,N/A,1.0,0,0,0,0,1
2010,M,35-44,Aggravated Misdemeanor,Forgery/Fraud,Parole,4JD,1.0,0,0,0,0,1
2010,M,45-54,B Felony,Trafficking,Parole,2JD,0.75,0,0,0,0,4
2010,M,Under 25,D Felony,Traffic,Parole,5JD,0.5,0,0,1,0,1
2010,F,45-54,D Felony,Drug Possession,Parole,5JD,1.0,0,0,0,0,1
2010,F,45-54,Aggravated Misdemeanor,Alcohol,Parole,5JD,1.0,0,0,0,0,1
2010,M,25-34,B Felony,Trafficking,Parole,4JD,0.25,0,0,0,1,3
2010,M,35-44,Felony - Enhanced,Forgery/Fraud,Parole,8JD,1.0,0,0,0,0,1
2010,M,25-34,B Felony,Other Violent,Parole,7JD,1.0,0,0,0,0,1
2010,M,Under 25,C Felony,Trafficking,Parole,8JD,0.42857142857142855,0,0,1,1,5
2010,F,35-44,C Felony,Trafficking,Parole,7JD,0.16666666666666666,0,0,3,0,3
2010,M,35-44,D Felony,Sex Offender Registry/Residency,Parole,8JD,1.0,0,0,0,0,1
2010,M,25-34,Aggravated Misdemeanor,Forgery/Fraud,Discharged – End of Sentence,N/A,0.5,0,0,0,1,1
2010,M,25-34,D Felony,Vandalism,Parole,7JD,0.5,0,0,0,0,2
2010,F,Under 25,D Felony,Other Drug,Discharged – End of Sentence,N/A,0.5,1,1,0,0,0
2010,M,Under 25,Aggravated Misdemeanor,Assault,Parole,5JD,1.0,0,0,0,1,0
2010,M,25-34,Aggravated Misdemeanor,Weapons,Discharged – End of Sentence,N/A,1.0,0,0,0,0,1
2010,M,Under 25,B Felony,Trafficking,Parole,1JD,0.5,0,0,0,0,2
2010,M,Under 25,C Felony,Assault,Discharged – End of Sentence,N/A,0.4,0,0,2,2,1
2010,F,45-54,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,0.5,0,0,1,0,1
2010,M,25-34,C Felony,Sex,Discharged – End of Sentence,N/A,0.12,1,0,4,1,19
2010,M,45-54,Felony - Enhanced,Burglary,Parole,1JD,1.0,0,0,1,0,0
2010,M,35-44,Aggravated Misdemeanor,Traffic,Parole,7JD,0.3333333333333333,0,0,2,0,1
2010,M,25-34,D Felony,OWI,Parole,7JD,0.25,0,0,0,1,3
2010,M,55 and Older,Aggravated Misdemeanor,Traffic,Parole,1JD,1.0,0,0,0,1,0
2010,M,25-34,C Felony,Other Violent,Discharged – End of Sentence,N/A,0.25,0,0,3,2,3
2010,M,Under 25,B Felony,Other Violent,Parole,1JD,1.0,0,0,0,0,1
2010,F,Under 25,C Felony,Trafficking,Parole,8JD,1.0,0,0,0,0,1
2010,M,25-34,Felony - Enhanced,Drug Possession,Parole,4JD,1.0,0,0,1,0,0
2010,M,45-54,D Felony,Burglary,Parole,2JD,0.5,0,0,0,0,2
2010,M,45-54,Aggravated Misdemeanor,Sex Offender Registry/Residency,Discharged – End of Sentence,N/A,0.3333333333333333,0,0,0,0,3
2010,M,25-34,D Felony,Trafficking,Parole,8JD,0.2857142857142857,0,0,2,0,5
2010,F,35-44,C Felony,Trafficking,Parole,1JD,0.3333333333333333,0,0,0,0,3
2010,M,35-44,B Felony,Other Violent,Parole,3JD,1.0,0,0,1,0,0
2010,M,25-34,Aggravated Misdemeanor,Other Violent,Discharged – End of Sentence,N/A,0.5,0,0,1,0,1
2010,F,55 and Older,D Felony,Theft,Parole,1JD,1.0,0,0,0,0,1
2010,F,35-44,D Felony,Theft,Parole,7JD,0.5,0,0,1,0,1
2010,M,55 and Older,Aggravated Misdemeanor,Sex,Special Sentence,5JD,0.5,0,0,0,0,2
2010,M,45-54,D Felony,Traffic,Discharged – End of Sentence,N/A,0.16666666666666666,1,0,2,0,3
2010,F,35-44,Felony - Enhanced,Trafficking,Parole,5JD,0.5,0,0,1,0,1
2010,M,25-34,Felony - Enhanced,Burglary,Discharged – End of Sentence,N/A,0.6666666666666666,0,0,0,0,3
2010,M,25-34,Serious Misdemeanor,Sex,Special Sentence,5JD,1.0,0,0,0,0,1
2010,M,45-54,Aggravated Misdemeanor,Traffic,Parole,6JD,0.5,0,0,0,0,2
2010,M,25-34,D Felony,Assault,Parole,2JD,0.2,0,0,0,0,5
2010,M,Under 25,D Felony,Trafficking,Discharged – End of Sentence,N/A,0.25,0,0,4,1,7
2010,M,Under 25,D Felony,Other Drug,Parole,7JD,0.3333333333333333,0,0,1,0,2
2010,M,25-34,D Felony,Drug Possession,Parole,2JD,0.3333333333333333,0,0,0,0,3
2010,F,25-34,B Felony,Other Criminal,Parole,4JD,1.0,0,0,0,0,1
2010,M,35-44,Aggravated Misdemeanor,Sex,Special Sentence,7JD,1.0,0,0,0,0,1
2010,F,25-34,Aggravated Misdemeanor,Drug Possession,Discharged – End of Sentence,N/A,0.5,0,0,1,0,1
2010,M,35-44,D Felony,Drug Possession,Parole,3JD,0.3333333333333333,0,0,0,0,3
2010,M,45-54,C Felony,Trafficking,Parole,8JD,0.16666666666666666,0,0,0,0,12
2010,M,35-44,D Felony,Arson,Discharged – End of Sentence,N/A,1.0,0,0,0,0,1
2010,M,Under 25,B Felony,Trafficking,Parole,5JD,1.0,0,0,1,0,0
2010,M,25-34,D Felony,Theft,Parole,4JD,0.5,1,0,0,0,1
2010,M,25-34,C Felony,Robbery,Parole,4JD,1.0,0,0,0,0,1
2010,M,25-34,C Felony,Theft,Parole,5JD,0.2,0,0,3,0,2
2010,F,45-54,Aggravated Misdemeanor,Assault,Discharged – End of Sentence,N/A,1.0,0,0,0,0,1
2010,M,25-34,C Felony,Assault,Parole,8JD,1.0,0,0,0,0,1
2010,M,25-34,C Felony,Murder/Manslaughter,Discharged – End of Sentence,N/A,0.5,0,0,2,0,2
2010,M,45-54,Aggravated Misdemeanor,Other Violent,Discharged – End of Sentence,N/A,0.5,0,0,0,0,2
2010,F,25-34,D Felony,Burglary,Parole,5JD,1.0,0,0,0,0,1
2010,M,35-44,Felony - Enhanced,Burglary,Parole,6JD,1.0,0,0,1,0,0
2010,M,45-54,D Felony,Burglary,Discharged – End of Sentence,N/A,0.2857142857142857,0,0,5,1,8
2010,M,35-44,D Felony,Theft,Parole,5JD,0.2857142857142857,0,0,2,0,5
2010,M,25-34,Aggravated Misdemeanor,OWI,Parole,1JD,1.0,0,0,0,0,1
2010,F,35-44,D Felony,Theft,Discharged – End of Sentence,N/A,0.25,0,0,0,1,7
2010,M,Under 25,C Felony,Trafficking,Parole,1JD,0.09090909090909091,0,0,10,0,1
2010,M,25-34,B Felony,Trafficking,Parole,7JD,1.0,0,0,0,0,1
2010,M,Under 25,D Felony,OWI,Discharged – End of Sentence,N/A,0.4,0,0,1,2,2
2010,M,Under 25,Aggravated Misdemeanor,Sex,Special Sentence,8JD,1.0,0,0,0,0,1
2010,M,55 and Older,Felony - Enhanced,Trafficking,Parole,1JD,0.3333333333333333,0,0,1,0,2
2010,M,45-54,C Felony,Trafficking,Parole,3JD,0.25,0,0,1,0,3
2010,M,35-44,D Felony,Other Drug,Parole,2JD,1.0,0,0,0,0,1
2010,M,25-34,Aggravated Misdemeanor,Drug Possession,Parole,7JD,1.0,0,0,0,0,1
2010,M,45-54,C Felony,Assault,Parole,7JD,1.0,0,0,1,0,0
2010,M,Under 25,Aggravated Misdemeanor,Theft,Parole,1JD,1.0,0,0,1,0,0
2010,M,45-54,C Felony,Trafficking,Parole,5JD,0.25,1,0,5,0,6
2010,M,25-34,B Felony,Other Criminal,Parole,5JD,1.0,0,1,0,0,0
2010,F,25-34,D Felony,Forgery/Fraud,Parole,5JD,0.3333333333333333,0,0,1,0,2
2010,M,45-54,Felony - Enhanced,Theft,Parole,6JD,1.0,0,0,1,0,0
2010,F,35-44,D Felony,Theft,Parole,2JD,1.0,0,0,0,0,1
2010,M,25-34,D Felony,Other Violent,Parole,1JD,1.0,0,0,0,0,1
2010,M,45-54,Felony - Enhanced,Forgery/Fraud,Discharged – End of Sentence,N/A,1.0,1,0,0,0,0
2010,M,35-44,D Felony,Theft,Parole,1JD,0.5,0,0,1,0,1
2010,M,35-44,Felony - Enhanced,Trafficking,Parole,8JD,0.5,0,0,0,0,2
2010,M,35-44,D Felony,Murder/Manslaughter,Discharged – End of Sentence,N/A,0.5,1,0,0,0,1
2010,M,55 and Older,Aggravated Misdemeanor,Theft,Parole,1JD,1.0,0,0,1,0,0
2010,F,25-34,D Felony,OWI,Parole,7JD,1.0,0,0,0,0,1
2010,M,25-34,Aggravated Misdemeanor,Traffic,Parole,7JD,1.0,0,0,0,0,1
2010,F,25-34,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,0.2,0,0,1,0,4
2010,M,Under 25,C Felony,Trafficking,Parole,7JD,0.2,0,0,3,0,2
2010,M,35-44,Felony - Enhanced,Theft,Parole,5JD,0.5,0,0,2,0,0
2010,F,35-44,D Felony,Forgery/Fraud,Parole,1JD,1.0,0,0,0,0,2
2010,M,25-34,C Felony,Robbery,Parole,5JD,0.2,0,1,3,0,1
2010,M,35-44,Felony - Enhanced,Theft,Discharged – End of Sentence,N/A,0.5,0,0,1,0,1
2010,M,Under 25,Aggravated Misdemeanor,Weapons,Discharged – End of Sentence,N/A,1.0,0,0,0,0,1
2010,M,35-44,Aggravated Misdemeanor,Assault,Parole,2JD,1.0,0,0,0,0,1
2010,M,35-44,D Felony,Burglary,Parole,8JD,1.0,0,0,0,0,1
2010,M,25-34,D Felony,Other Drug,Parole,6JD,1.0,0,0,0,0,1
2010,M,35-44,D Felony,Trafficking,Discharged – End of Sentence,N/A,0.5,0,0,0,0,4
2010,M,25-34,D Felony,Burglary,Parole,8JD,0.25,0,0,0,0,4
2010,M,35-44,Aggravated Misdemeanor,Alcohol,Parole,1JD,1.0,0,0,1,0,0
2010,M,35-44,Felony - Enhanced,Trafficking,Parole,7JD,0.3333333333333333,0,0,0,1,2
2010,M,35-44,D Felony,Other Criminal,Parole,7JD,1.0,0,0,0,0,1
2010,M,25-34,B Felony,Other Violent,Discharged – End of Sentence,N/A,0.3333333333333333,0,0,1,1,1
2010,M,25-34,Aggravated Misdemeanor,Other Violent,Parole,1JD,1.0,0,0,0,0,1
2010,M,Under 25,Aggravated Misdemeanor,Sex,Discharged – End of Sentence,N/A,0.5,0,0,0,1,1
2010,M,25-34,Aggravated Misdemeanor,Sex Offender Registry/Residency,Discharged – End of Sentence,N/A,0.25,0,0,1,0,7
2010,M,25-34,D Felony,Forgery/Fraud,Parole,4JD,1.0,0,0,0,1,1
2010,M,45-54,Felony - Enhanced,Forgery/Fraud,Parole,7JD,0.5,0,0,1,0,1
2010,M,Under 25,D Felony,Vandalism,Discharged – End of Sentence,N/A,0.125,0,0,1,1,6
2010,F,45-54,D Felony,Forgery/Fraud,Discharged – End of Sentence,N/A,0.4,0,0,1,1,3
2010,F,25-34,D Felony,Drug Possession,Parole,5JD,1.0,0,0,0,0,1
2010,F,45-54,Felony - Enhanced,Trafficking,Parole,7JD,1.0,0,0,0,0,1
2010,M,25-34,D Felony,Other Violent,Discharged – End of Sentence,N/A,0.3333333333333333,0,0,3,0,0
2010,M,25-34,Felony - Enhanced,Other Drug,Parole,3JD,1.0,0,0,0,0,1
2010,F,35-44,D Felony,Forgery/Fraud,Parole,6JD,0.5,0,0,0,0,2
2010,M,45-54,D Felony,Trafficking,Parole,1JD,1.0,0,0,1,0,0
2010,M,25-34,Felony - Enhanced,Trafficking,Discharged – End of Sentence,N/A,0.2,0,0,1,2,2
2010,M,35-44,D Felony,Assault,Parole,3JD,1.0,0,0,0,0,1
2010,F,35-44,D Felony,Theft,Parole,5JD,1.0,0,0,0,0,1
2010,M,35-44,B Felony,Trafficking,Parole,8JD,0.3333333333333333,0,1,0,0,5
2010,F,25-34,D Felony,Other Drug,Discharged – End of Sentence,N/A,0.5,0,0,1,0,1
2010,M,25-34,C Felony,Theft,Parole,8JD,1.0,0,0,1,0,0
2010,F,25-34,Aggravated Misdemeanor,Drug Possession,Parole,5JD,1.0,0,0,0,0,1
2010,F,35-44,Felony - Enhanced,Theft,Discharged – End of Sentence,N/A,1.0,0,0,0,0,1
2010,M,Under 25,Aggravated Misdemeanor,Drug Possession,Parole,1JD,0.5,0,0,2,0,0
2010,M,35-44,B Felony,Trafficking,Parole,2JD,0.25,0,0,0,0,4
2010,M,35-44,C Felony,Burglary,Parole,1JD,0.5,0,0,0,0,2
2010,M,25-34,D Felony,Other Drug,Discharged – End of Sentence,N/A,0.14285714285714285,0,0,0,1,6
2010,M,45-54,D Felony,Weapons,Discharged – End of Sentence,N/A,0.5,0,0,0,0,2
2010,M,25-34,Felony - Enhanced,Weapons,Discharged – End of Sentence,N/A,1.0,0,0,1,0,0
2010,M,Under 25,C Felony,Burglary,Parole,7JD,0.2,0,0,1,1,3
2010,M,Under 25,D Felony,Drug Possession,Parole,1JD,1.0,0,0,0,0,1
2010,M,Under 25,D Felony,Burglary,Parole,6JD,0.5,0,0,0,0,2
2010,M,35-44,B Felony,Murder/Manslaughter,Discharged – End of Sentence,N/A,0.3333333333333333,0,0,1,1,1
2010,M,45-54,Felony - Enhanced,Trafficking,Discharged – End of Sentence,N/A,0.25,0,0,4,0,0
2010,M,25-34,C Felony,Burglary,Parole,1JD,0.25,0,0,2,1,1
2010,M,Under 25,Aggravated Misdemeanor,Drug Possession,Parole,8JD,1.0,0,0,0,0,1
2010,F,25-34,Aggravated Misdemeanor,Forgery/Fraud,Discharged – End of Sentence,N/A,0.5,0,0,0,0,2
2010,M,45-54,D Felony,Sex Offender Registry/Residency,Parole,1JD,1.0,0,0,1,0,0
2010,M,Under 25,D Felony,Assault,Parole,5JD,0.3333333333333333,0,0,2,0,1
2010,M,Under 25,D Felony,Theft,Parole,1JD,0.5,0,0,0,1,1
2010,M,35-44,Aggravated Misdemeanor,Theft,Parole,1JD,0.5,0,0,1,1,0
2010,M,Under 25,D Felony,Trafficking,Parole,2JD,0.2,0,0,1,0,4
2010,M,45-54,Felony - Enhanced,Burglary,Parole,2JD,1.0,0,0,0,0,1
2010,M,35-44,Aggravated Misdemeanor,Sex,Special Sentence,3JD,1.0,0,0,1,0,0
2010,M,Under 25,Aggravated Misdemeanor,Drug Possession,Discharged – End of Sentence,N/A,0.5,0,0,2,0,0
2010,M,35-44,B Felony,Trafficking,Parole,4JD,0.3333333333333333,0,0,0,0,3
2010,F,25-34,D Felony,Other Violent,Discharged – End of Sentence,N/A,1.0,0,0,1,0,0
2010,M,Under 25,Serious Misdemeanor,Drug Possession,Discharged – End of Sentence,N/A,1.0,0,0,0,0,1
2010,M,45-54,Aggravated Misdemeanor,Forgery/Fraud,Discharged – End of Sentence,N/A,1.0,0,0,1,0,0
2010,M,45-54,D Felony,Burglary,Parole,8JD,0.5,0,0,0,0,2
2010,F,25-34,D Felony,Theft,Discharged – End of Sentence,N/A,0.14285714285714285,0,0,3,0,4
2010,M,35-44,Felony - Enhanced,Trafficking,Discharged – End of Sentence,N/A,0.25,0,0,0,2,2
2010,M,55 and Older,Felony - Enhanced,Weapons,Discharged – End of Sentence,N/A,0.0,0,0,1,0,0
2010,M,Under 25,D Felony,Weapons,Discharged – End of Sentence,N/A,0.0,0,0,3,0,0
2010,M,35-44,Aggravated Misdemeanor,Weapons,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2010,M,55 and Older,D Felony,Weapons,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2010,M,25-34,D Felony,Weapons,Parole,8JD,0.0,0,0,0,0,1
2010,M,25-34,D Felony,Weapons,Parole,5JD,0.0,0,0,0,0,2
2010,M,35-44,D Felony,Weapons,Parole,4JD,0.0,0,0,0,0,1
2010,M,45-54,D Felony,Weapons,Parole,3JD,0.0,0,0,0,0,1
2010,M,45-54,Felony - Enhanced,Weapons,Parole,2JD,0.0,0,0,0,0,1
2010,M,45-54,D Felony,Weapons,Parole,1JD,0.0,0,0,0,0,1
2010,M,25-34,Aggravated Misdemeanor,Vandalism,Discharged – End of Sentence,N/A,0.0,0,1,0,0,3
2010,F,25-34,D Felony,Vandalism,Discharged – End of Sentence,N/A,0.0,0,0,1,0,0
2010,M,35-44,D Felony,Vandalism,Discharged – End of Sentence,N/A,0.0,0,0,2,0,1
2010,M,25-34,D Felony,Vandalism,Parole,3JD,0.0,0,0,1,0,0
2010,M,Under 25,D Felony,Vandalism,Parole,7JD,0.0,0,0,1,0,0
2010,F,Under 25,D Felony,Vandalism,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2010,M,45-54,D Felony,Vandalism,Discharged – End of Sentence,N/A,0.0,0,0,0,0,2
2010,M,25-34,D Felony,Vandalism,Parole,5JD,0.0,0,0,0,0,2
2010,M,25-34,D Felony,Vandalism,Parole,1JD,0.0,0,0,0,0,1
2010,M,25-34,C Felony,Vandalism,Parole,1JD,0.0,0,0,0,0,1
