Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Sex,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison,Recidivism Type,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type,Part of Target Population
2010,2013,White - Non-Hispanic,M,Under 25,D Felony,Public Order,Weapons,Parole,7JD,Yes,New,198,Serious Misdemeanor,Drug,Drug Possession,Yes
2010,2013,Black - Non-Hispanic,M,45-54,D Felony,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,,Yes,New,198,D Felony,Public Order,Other Public Order,No
2010,2013,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,Yes,New,198,C Felony,Drug,Trafficking,No
2010,2013,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,New,198,Serious Misdemeanor,Property,Other Property,Yes
2010,2013,White - Non-Hispanic,M,35-44,C Felony,Drug,Trafficking,Parole,8JD,Yes,Tech,198,,,,Yes
2010,2013,White - Non-Hispanic,M,Under 25,D Felony,Public Order,OWI,Parole,5JD,Yes,Tech,198,,,,Yes
2010,2013,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole,8JD,Yes,New,199,D Felony,Public Order,Weapons,Yes
2010,2013,White - Non-Hispanic,M,Under 25,C Felony,Drug,Trafficking,Parole,5JD,Yes,Tech,201,,,,Yes
2010,2013,White - Non-Hispanic,M,35-44,Felony - Enhanced,Violent,Assault,Parole,2JD,Yes,Tech,201,,,,Yes
2010,2013,White - Hispanic,F,55 and Older,D Felony,Public Order,OWI,Parole,3JD,Yes,Tech,202,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,D Felony,Property,Theft,Parole,5JD,Yes,Tech,209,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,4JD,Yes,New,209,Aggravated Misdemeanor,Public Order,Other Public Order,Yes
2010,2013,White - Non-Hispanic,M,Under 25,D Felony,Property,Theft,Parole,5JD,Yes,New,263,Serious Misdemeanor,Public Order,Flight/Escape,Yes
2010,2013,White - Non-Hispanic,M,45-54,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,New,209,Aggravated Misdemeanor,Property,Theft,No
2010,2013,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,New,210,Aggravated Misdemeanor,Violent,Assault,No
2010,2013,White - Non-Hispanic,F,35-44,B Felony,Drug,Trafficking,Parole,5JD,Yes,Tech,210,,,,Yes
2010,2013,White - Hispanic,M,Under 25,D Felony,Property,Burglary,Parole,5JD,Yes,Tech,210,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,Tech,211,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,C Felony,Property,Theft,Discharged – End of Sentence,,Yes,New,212,Serious Misdemeanor,Violent,Assault,No
2010,2013,Black - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,New,212,D Felony,Property,Burglary,No
2010,2013,White - Non-Hispanic,M,Under 25,D Felony,Property,Theft,Parole,4JD,Yes,New,213,Serious Misdemeanor,Public Order,Flight/Escape,Yes
2010,2013,White - Non-Hispanic,M,45-54,B Felony,Drug,Trafficking,Parole,8JD,Yes,Tech,214,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,D Felony,Violent,Other Violent,Parole,8JD,Yes,Tech,214,,,,Yes
2010,2013,Black - Non-Hispanic,M,35-44,D Felony,Property,Burglary,Parole,7JD,Yes,Tech,214,,,,Yes
2010,2013,White - Non-Hispanic,M,Under 25,D Felony,Drug,Other Drug,Parole,8JD,Yes,New,215,D Felony,Property,Burglary,Yes
2010,2013,Black - Non-Hispanic,M,35-44,D Felony,Property,Theft,Parole,3JD,Yes,Tech,215,,,,Yes
2010,2013,Black - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,Yes,Tech,216,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,D Felony,Property,Theft,Parole,5JD,Yes,Tech,216,,,,Yes
2010,2013,Black - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,New,217,C Felony,Drug,Trafficking,Yes
2010,2013,White - Hispanic,M,25-34,D Felony,Property,Theft,Parole,7JD,Yes,New,217,D Felony,Public Order,OWI,Yes
2010,2013,White - Non-Hispanic,F,25-34,C Felony,Property,Theft,Parole,6JD,Yes,Tech,217,,,,Yes
2010,2013,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Parole,3JD,Yes,Tech,217,,,,Yes
2010,2013,Black - Non-Hispanic,M,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,New,218,Serious Misdemeanor,Violent,Assault,Yes
2010,2013,White - Non-Hispanic,M,Under 25,C Felony,Property,Burglary,Parole,3JD,Yes,Tech,218,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,B Felony,Drug,Trafficking,Parole,1JD,Yes,Tech,220,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,New,221,D Felony,Violent,Assault,Yes
2010,2013,White - Non-Hispanic,M,55 and Older,Aggravated Misdemeanor,Violent,Kidnap,Discharged – End of Sentence,,Yes,New,222,Aggravated Misdemeanor,Public Order,Other Public Order,No
2010,2013,White - Non-Hispanic,M,45-54,D Felony,Drug,Drug Possession,Parole,5JD,Yes,New,222,C Felony,Property,Burglary,Yes
2010,2013,White - Non-Hispanic,M,45-54,D Felony,Property,Burglary,Parole,1JD,Yes,New,222,Aggravated Misdemeanor,Public Order,Alcohol,Yes
2010,2013,White - Non-Hispanic,F,35-44,B Felony,Other,Other Criminal,Parole,2JD,Yes,New,223,D Felony,Property,Forgery/Fraud,Yes
2010,2013,Black - Non-Hispanic,M,25-34,D Felony,Public Order,Flight/Escape,Parole,7JD,Yes,Tech,223,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,D Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,New,224,D Felony,Drug,Trafficking,No
2010,2013,White - Non-Hispanic,M,25-34,B Felony,Drug,Trafficking,Parole,2JD,Yes,New,224,B Felony,Violent,Other Violent,Yes
2010,2013,White - Hispanic,M,35-44,Felony - Enhanced,Property,Burglary,Parole,7JD,Yes,New,224,Serious Misdemeanor,Other,Animals,Yes
2010,2013,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole,3JD,Yes,New,224,Aggravated Misdemeanor,Property,Burglary,Yes
2010,2013,White - Non-Hispanic,M,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,New,225,Serious Misdemeanor,Drug,Drug Possession,Yes
2010,2013,White - Non-Hispanic,M,55 and Older,B Felony,Drug,Trafficking,Parole,2JD,Yes,New,226,Aggravated Misdemeanor,Property,Theft,Yes
2010,2013,Black - Non-Hispanic,F,45-54,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,Yes,New,227,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,No
2010,2013,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,New,227,D Felony,Drug,Trafficking,No
2010,2013,Black - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole,2JD,Yes,New,228,C Felony,Property,Burglary,Yes
2010,2013,Black - Non-Hispanic,M,25-34,C Felony,Property,Theft,Parole,6JD,Yes,Tech,228,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,Yes,Tech,228,,,,No
2010,2013,Black - Non-Hispanic,M,55 and Older,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,New,229,Aggravated Misdemeanor,Property,Theft,No
2010,2013,White - Non-Hispanic,M,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,Tech,229,,,,No
2010,2013,White - Non-Hispanic,M,25-34,D Felony,Public Order,Traffic,Parole,3JD,Yes,Tech,229,,,,Yes
2010,2013,Black - Non-Hispanic,M,35-44,C Felony,Property,Theft,Parole,7JD,Yes,Tech,229,,,,Yes
2010,2013,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,Tech,229,,,,No
2010,2013,White - Non-Hispanic,M,25-34,B Felony,Drug,Trafficking,Parole,2JD,Yes,New,230,D Felony,Drug,Drug Possession,Yes
2010,2013,White - Non-Hispanic,M,25-34,D Felony,Drug,Trafficking,Parole,7JD,Yes,New,231,Aggravated Misdemeanor,Violent,Assault,Yes
2010,2013,White - Non-Hispanic,M,25-34,D Felony,Violent,Assault,Parole,5JD,Yes,New,231,Serious Misdemeanor,Violent,Assault,Yes
2010,2013,Black - Non-Hispanic,M,35-44,C Felony,Drug,Trafficking,Parole,6JD,Yes,Tech,231,,,,Yes
2010,2013,Black - Non-Hispanic,M,35-44,D Felony,Public Order,OWI,Parole,5JD,Yes,Tech,231,,,,Yes
2010,2013,White - Non-Hispanic,M,Under 25,D Felony,Public Order,OWI,Parole,1JD,Yes,New,232,Aggravated Misdemeanor,Public Order,OWI,Yes
2010,2013,White - Non-Hispanic,M,35-44,Felony - Enhanced,Property,Burglary,Parole,2JD,Yes,Tech,232,,,,Yes
2010,2013,American Indian or Alaska Native - Non-Hispanic,M,Under 25,D Felony,Property,Theft,Parole,3JD,Yes,Tech,234,,,,Yes
2010,2013,Black - Non-Hispanic,M,25-34,B Felony,Drug,Trafficking,Parole,5JD,Yes,New,235,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2010,2013,Black - Non-Hispanic,M,Under 25,C Felony,Drug,Trafficking,Parole,5JD,Yes,New,235,B Felony,Drug,Trafficking,Yes
2010,2013,Black - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Violent,Assault,Parole,1JD,Yes,Tech,235,,,,Yes
2010,2013,Black - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Special Sentence,2JD,Yes,Tech,237,,,,Yes
2010,2013,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole,5JD,Yes,Tech,238,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,C Felony,Property,Theft,Discharged – End of Sentence,,Yes,New,239,Serious Misdemeanor,Violent,Assault,No
2010,2013,White - Non-Hispanic,M,45-54,Felony - Enhanced,Property,Burglary,Discharged – End of Sentence,,Yes,New,239,Serious Misdemeanor,Public Order,OWI,No
2010,2013,White - Non-Hispanic,M,Under 25,C Felony,Drug,Trafficking,Parole,2JD,Yes,Tech,239,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,D Felony,Drug,Drug Possession,Parole,8JD,Yes,Tech,239,,,,Yes
2010,2013,Black - Non-Hispanic,M,35-44,D Felony,Public Order,Flight/Escape,Parole,5JD,Yes,New,240,Aggravated Misdemeanor,Public Order,Traffic,Yes
2010,2013,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Parole,7JD,Yes,Tech,240,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,D Felony,Violent,Assault,Parole,7JD,Yes,New,241,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
2010,2013,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,7JD,Yes,New,242,D Felony,Property,Burglary,Yes
2010,2013,White - Non-Hispanic,M,35-44,D Felony,Violent,Sex,Special Sentence,5JD,Yes,Tech,242,,,,Yes
2010,2013,Black - Non-Hispanic,M,45-54,D Felony,Property,Burglary,Parole,6JD,Yes,Tech,242,,,,Yes
2010,2013,White - Non-Hispanic,M,35-44,D Felony,Property,Theft,Parole,6JD,Yes,Tech,341,,,,Yes
2010,2013,Black - Non-Hispanic,M,45-54,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,Yes,New,243,Aggravated Misdemeanor,Public Order,Traffic,Yes
2010,2013,Black - Non-Hispanic,F,45-54,C Felony,Drug,Trafficking,Parole,7JD,Yes,Tech,243,,,,Yes
2010,2013,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,Tech,243,,,,No
2010,2013,White - Non-Hispanic,M,35-44,D Felony,Property,Theft,Parole,7JD,Yes,New,245,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
2010,2013,White - Non-Hispanic,M,45-54,B Felony,Violent,Robbery,Parole,8JD,Yes,Tech,246,,,,Yes
2010,2013,White - Non-Hispanic,M,Under 25,D Felony,Violent,Sex,Special Sentence,7JD,Yes,Tech,248,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,New,249,D Felony,Violent,Assault,No
2010,2013,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,Tech,249,,,,Yes
2010,2013,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,Tech,249,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,D Felony,Public Order,OWI,Parole,3JD,Yes,New,250,D Felony,Drug,Trafficking,Yes
2010,2013,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,8JD,Yes,Tech,251,,,,Yes
2010,2013,Black - Non-Hispanic,M,25-34,B Felony,Drug,Trafficking,Parole,5JD,Yes,New,252,C Felony,Drug,Trafficking,Yes
2010,2013,Black - Non-Hispanic,M,Under 25,C Felony,Drug,Trafficking,Parole,5JD,Yes,New,252,Serious Misdemeanor,Public Order,Flight/Escape,Yes
2010,2013,White - Non-Hispanic,M,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,New,252,Simple Misdemeanor,Violent,Assault,Yes
2010,2013,White - Non-Hispanic,M,45-54,Felony - Enhanced,Drug,Trafficking,Parole,8JD,Yes,New,252,Aggravated Misdemeanor,Public Order,Traffic,Yes
2010,2013,White - Hispanic,M,25-34,D Felony,Drug,Trafficking,Parole,6JD,Yes,Tech,252,,,,Yes
2010,2013,White - Non-Hispanic,M,45-54,D Felony,Public Order,OWI,Parole,6JD,Yes,Tech,252,,,,Yes
2010,2013,White - Non-Hispanic,F,35-44,D Felony,Property,Theft,Parole,3JD,Yes,Tech,253,,,,Yes
2010,2013,Black - Non-Hispanic,M,35-44,Felony - Enhanced,Drug,Trafficking,Parole,1JD,Yes,New,254,D Felony,Drug,Drug Possession,Yes
2010,2013,White - Non-Hispanic,M,35-44,B Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,New,254,C Felony,Drug,Trafficking,No
2010,2013,White - Non-Hispanic,M,45-54,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,New,256,Aggravated Misdemeanor,Property,Burglary,No
2010,2013,White - Non-Hispanic,M,Under 25,D Felony,Property,Vandalism,Parole,8JD,Yes,Tech,256,,,,Yes
2010,2013,White - Non-Hispanic,M,45-54,Felony - Enhanced,Public Order,OWI,Discharged – End of Sentence,,Yes,Tech,257,,,,No
2010,2013,White - Non-Hispanic,M,35-44,C Felony,Property,Burglary,Parole,7JD,Yes,New,258,D Felony,Property,Theft,Yes
2010,2013,Black - Non-Hispanic,M,25-34,D Felony,Drug,Drug Possession,Parole,1JD,Yes,Tech,258,,,,Yes
2010,2013,White - Non-Hispanic,F,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,New,259,Simple Misdemeanor,Public Order,Other Public Order,No
2010,2013,Black - Non-Hispanic,M,45-54,D Felony,Public Order,OWI,Parole,2JD,Yes,New,260,Serious Misdemeanor,Violent,Assault,Yes
2010,2013,White - Non-Hispanic,M,25-34,B Felony,Drug,Trafficking,Parole,5JD,Yes,Tech,260,,,,Yes
2010,2013,White - Non-Hispanic,M,45-54,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,Yes,New,261,D Felony,Public Order,OWI,No
2010,2013,White - Non-Hispanic,M,45-54,D Felony,Property,Burglary,Parole,1JD,Yes,New,261,Aggravated Misdemeanor,Property,Burglary,Yes
2010,2013,White - Non-Hispanic,M,25-34,Felony - Enhanced,Property,Theft,Parole,2JD,Yes,New,262,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
2010,2013,White - Non-Hispanic,M,35-44,D Felony,Public Order,OWI,Parole,5JD,Yes,New,262,Aggravated Misdemeanor,Public Order,Traffic,Yes
2010,2013,Black - Non-Hispanic,M,45-54,B Felony,Violent,Other Violent,Parole,1JD,Yes,New,262,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
2010,2013,Black - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Other,Other Criminal,Parole,1JD,Yes,Tech,264,,,,Yes
2010,2013,White - Non-Hispanic,M,45-54,D Felony,Property,Theft,Parole,7JD,Yes,New,266,Aggravated Misdemeanor,Property,Theft,Yes
2010,2013,Black - Non-Hispanic,M,25-34,D Felony,Drug,Other Drug,Parole,5JD,Yes,Tech,266,,,,Yes
2010,2013,Black - Non-Hispanic,M,35-44,C Felony,Drug,Trafficking,Parole,7JD,Yes,New,267,Aggravated Misdemeanor,Drug,Trafficking,Yes
2010,2013,Black - Non-Hispanic,M,35-44,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,Yes,New,267,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
2010,2013,White - Non-Hispanic,M,45-54,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,Yes,New,267,D Felony,Property,Burglary,No
2010,2013,Black - Non-Hispanic,M,35-44,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,New,268,Aggravated Misdemeanor,Property,Theft,No
2010,2013,Black - Non-Hispanic,M,Under 25,C Felony,Property,Vandalism,Parole,8JD,Yes,Tech,268,,,,Yes
2010,2013,White - Non-Hispanic,M,Under 25,D Felony,Drug,Trafficking,Parole,8JD,Yes,Tech,269,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,B Felony,Drug,Trafficking,Parole,8JD,Yes,Tech,270,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,D Felony,Drug,Trafficking,Parole,3JD,Yes,Tech,271,,,,Yes
2010,2013,White - Non-Hispanic,M,Under 25,D Felony,Drug,Trafficking,Parole,5JD,Yes,Tech,271,,,,Yes
2010,2013,White - Non-Hispanic,M,55 and Older,C Felony,Property,Theft,Parole,8JD,Yes,New,272,D Felony,Property,Theft,Yes
2010,2013,White - Non-Hispanic,M,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,New,272,Aggravated Misdemeanor,Public Order,Traffic,No
2010,2013,White - Non-Hispanic,F,25-34,C Felony,Property,Theft,Parole,7JD,Yes,Tech,272,,,,Yes
2010,2013,Black - Non-Hispanic,M,25-34,C Felony,Violent,Robbery,Parole,1JD,Yes,New,273,Serious Misdemeanor,Drug,Drug Possession,Yes
2010,2013,White - Non-Hispanic,M,25-34,B Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,Tech,273,,,,No
2010,2013,White - Non-Hispanic,F,Under 25,C Felony,Drug,Trafficking,Parole,5JD,Yes,Tech,273,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,C Felony,Property,Burglary,Parole,5JD,Yes,Tech,273,,,,Yes
2010,2013,Black - Non-Hispanic,M,35-44,D Felony,Violent,Assault,Parole,5JD,Yes,Tech,273,,,,Yes
2010,2013,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,Yes,New,274,D Felony,Property,Forgery/Fraud,No
2010,2013,Black - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,Tech,274,,,,Yes
2010,2013,Black - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Violent,Sex,Special Sentence,8JD,Yes,Tech,274,,,,Yes
2010,2013,Black - Non-Hispanic,M,25-34,C Felony,Violent,Other Violent,Parole,1JD,Yes,Tech,274,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,D Felony,Drug,Trafficking,Parole,5JD,Yes,New,275,Aggravated Misdemeanor,Public Order,Traffic,Yes
2010,2013,White - Non-Hispanic,M,35-44,D Felony,Property,Burglary,Parole,5JD,Yes,New,275,Serious Misdemeanor,Public Order,Flight/Escape,Yes
2010,2013,White - Non-Hispanic,M,45-54,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,New,276,D Felony,Property,Burglary,No
2010,2013,White - Non-Hispanic,M,35-44,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,New,279,D Felony,Property,Theft,No
2010,2013,Black - Non-Hispanic,M,35-44,D Felony,Public Order,OWI,Discharged – End of Sentence,,Yes,New,279,D Felony,Public Order,OWI,No
2010,2013,Black - Non-Hispanic,M,35-44,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,Yes,New,280,Aggravated Misdemeanor,Public Order,Alcohol,No
2010,2013,White - Non-Hispanic,M,45-54,B Felony,Other,Other Criminal,Discharged – End of Sentence,,Yes,Tech,281,,,,No
2010,2013,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,New,282,Aggravated Misdemeanor,Public Order,Other Public Order,No
2010,2013,White - Non-Hispanic,M,45-54,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,Yes,New,282,Aggravated Misdemeanor,Public Order,Traffic,No
2010,2013,White - Non-Hispanic,M,35-44,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,New,282,D Felony,Property,Forgery/Fraud,No
2010,2013,Black - Non-Hispanic,M,35-44,C Felony,Violent,Robbery,Discharged – End of Sentence,,Yes,New,282,Serious Misdemeanor,Violent,Assault,No
2010,2013,White - Non-Hispanic,M,45-54,D Felony,Violent,Assault,Parole,8JD,Yes,Tech,282,,,,Yes
2010,2013,White - Non-Hispanic,M,45-54,C Felony,Drug,Trafficking,Parole,1JD,Yes,New,283,D Felony,Drug,Drug Possession,Yes
2010,2013,White - Non-Hispanic,F,35-44,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,Yes,New,283,D Felony,Property,Theft,No
2010,2013,White - Non-Hispanic,M,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,Yes,New,284,Aggravated Misdemeanor,Public Order,Alcohol,No
2010,2013,White - Non-Hispanic,F,35-44,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,Tech,284,,,,Yes
2010,2013,White - Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,7JD,Yes,Tech,285,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,Tech,285,,,,Yes
2010,2013,White - Non-Hispanic,M,Under 25,D Felony,Property,Vandalism,Parole,3JD,Yes,Tech,286,,,,Yes
2010,2013,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Other,Special Sentence Revocation,Special Sentence,8JD,Yes,Tech,286,,,,Yes
2010,2013,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole,8JD,Yes,Tech,286,,,,Yes
2010,2013,American Indian or Alaska Native - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,New,287,D Felony,Drug,Drug Possession,No
2010,2013,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,5JD,Yes,Tech,287,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,D Felony,Drug,Trafficking,Parole,5JD,Yes,New,288,C Felony,Drug,Trafficking,Yes
2010,2013,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,6JD,Yes,New,288,D Felony,Drug,Trafficking,Yes
2010,2013,White - Non-Hispanic,M,25-34,C Felony,Violent,Sex,Special Sentence,8JD,Yes,Tech,288,,,,Yes
2010,2013,Black - Non-Hispanic,M,25-34,Felony - Enhanced,Drug,Trafficking,Parole,5JD,Yes,New,289,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2010,2013,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,New,289,Aggravated Misdemeanor,Property,Forgery/Fraud,No
2010,2013,White - Non-Hispanic,M,35-44,D Felony,Property,Burglary,Parole,7JD,Yes,New,290,D Felony,Property,Theft,Yes
2010,2013,White - Non-Hispanic,M,35-44,Felony - Enhanced,Public Order,OWI,Parole,1JD,Yes,New,291,Aggravated Misdemeanor,Public Order,OWI,Yes
2010,2013,Black - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,Tech,291,,,,Yes
2010,2013,White - Non-Hispanic,M,55 and Older,Aggravated Misdemeanor,Other,Special Sentence Revocation,Special Sentence,5JD,Yes,Tech,292,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,D Felony,Property,Burglary,Parole,6JD,Yes,Tech,293,,,,Yes
2010,2013,White - Non-Hispanic,F,45-54,C Felony,Drug,Trafficking,Parole,5JD,Yes,New,295,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2010,2013,Black - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,New,295,D Felony,Violent,Assault,No
2010,2013,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,Tech,295,,,,Yes
2010,2013,White - Non-Hispanic,M,25-34,D Felony,Property,Burglary,Parole,1JD,Yes,New,296,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
2010,2013,Black - Non-Hispanic,M,45-54,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,Tech,296,,,,No
2010,2013,White - Non-Hispanic,F,Under 25,Aggravated Misdemeanor,Property,Theft,Parole,1JD,Yes,Tech,296,,,,Yes
